,title,discountedPrice,price,subType,type,rating,Member_number,foodtype
899,Shree Lakhnavi Badishep 100 g,53.01,57.0,Masala and Spices,Staples,4.2,3076,"Foodgrains, Oil & Masala"
901,Suhana Bedgi Chilli Powder 200 g,117.9,131.0,Masala and Spices,Staples,3.6,1366,"Foodgrains, Oil & Masala"
903,Snapin Pasta Mix 25 g,59.25,79.0,Masala and Spices,Staples,3.9,2844,"Foodgrains, Oil & Masala"
905,MTR Pav Bhaji Masala 100 g,83.7,90.0,Masala and Spices,Staples,2.0,3245,"Foodgrains, Oil & Masala"
906,Sakthi Mutton Masala 100 g,52.2,58.0,Masala and Spices,Staples,4.2,2294,"Foodgrains, Oil & Masala"
907,Suhana Mutton Gravy Mix Masala 80 g,40.5,45.0,Masala and Spices,Staples,4.3,1234,"Foodgrains, Oil & Masala"
909,Shree White Til 200 g,66.96,72.0,Masala and Spices,Staples,4.2,3587,"Foodgrains, Oil & Masala"
910,GM Foods Rajma Masala 100 g,43.2,72.0,Masala and Spices,Staples,4.4,2700,"Foodgrains, Oil & Masala"
911,Shree Premium Taj 100 g,119.04,128.0,Masala and Spices,Staples,2.3,3838,"Foodgrains, Oil & Masala"
913,Suhana Veg Biryani Mix 50 g,36.0,40.0,Masala and Spices,Staples,4.1,1858,"Foodgrains, Oil & Masala"
918,Badshah Madras Sambar Masala 100 g,43.4,62.0,Masala and Spices,Staples,2.3,2349,"Foodgrains, Oil & Masala"
920,Shree Green Elaichi 10 g,40.92,44.0,Masala and Spices,Staples,2.0,3470,"Foodgrains, Oil & Masala"
921,Suhana Ambari Mirchi Powder 500 g,192.6,214.0,Masala and Spices,Staples,4.3,4914,"Foodgrains, Oil & Masala"
922,Kesari Saffron Threads 0.5 g,97.5,195.0,Masala and Spices,Staples,4.2,2448,"Foodgrains, Oil & Masala"
923,Suhana Misal Masala 50 g,22.5,25.0,Masala and Spices,Staples,3.5,3387,"Foodgrains, Oil & Masala"
924,Tata Sampann Kitchen King Masala (5x20) 100 g,37.5,75.0,Masala and Spices,Staples,4.3,3167,"Foodgrains, Oil & Masala"
925,Shree Black Pepper 50 g,55.8,60.0,Masala and Spices,Staples,5.0,3175,"Foodgrains, Oil & Masala"
926,Shree Dhana Dal 200 g,77.19,83.0,Masala and Spices,Staples,2.3,2678,"Foodgrains, Oil & Masala"
927,Shree Embly 500 g,190.65,205.0,Masala and Spices,Staples,4.2,4627,"Foodgrains, Oil & Masala"
928,Navjeevan Yellow Hing Powder 50 g,39.0,50.0,Masala and Spices,Staples,3.9,1773,"Foodgrains, Oil & Masala"
929,Badshah Pani Puri Masala 100 g,45.5,65.0,Masala and Spices,Staples,3.9,3100,"Foodgrains, Oil & Masala"
930,Shree Khas Khas 50 g,158.1,170.0,Masala and Spices,Staples,3.3,3232,"Foodgrains, Oil & Masala"
931,Tata Sampann Turmeric Powder 200 g,31.0,62.0,Masala and Spices,Staples,3.8,3673,"Foodgrains, Oil & Masala"
934,Suhana Chhole Masala 50 g,31.5,35.0,Masala and Spices,Staples,4.3,1930,"Foodgrains, Oil & Masala"
936,Good Life Dry Ginger 100 g,68.82,74.0,Masala and Spices,Staples,3.4,1617,"Foodgrains, Oil & Masala"
937,Desi Kitchen Chhole Masala 100 g,43.55,65.0,Masala and Spices,Staples,4.6,1028,"Foodgrains, Oil & Masala"
938,Shree Premium Taj 50 g,59.52,64.0,Masala and Spices,Staples,3.5,4440,"Foodgrains, Oil & Masala"
939,Everest Royal Garam Masala 100 g,70.2,78.0,Masala and Spices,Staples,4.5,3554,"Foodgrains, Oil & Masala"
940,Keya Pizza Seasoning 45 g,98.1,109.0,Masala and Spices,Staples,3.9,1632,"Foodgrains, Oil & Masala"
941,Navjeevan Yellow Hing Powder 100 g,79.0,100.0,Masala and Spices,Staples,4.2,1429,"Foodgrains, Oil & Masala"
943,Tata Sampann Chilli Powder 100 g,22.5,45.0,Masala and Spices,Staples,4.0,2509,"Foodgrains, Oil & Masala"
944,Badshah Kitchen King Masala 100 g,46.9,67.0,Masala and Spices,Staples,3.7,4945,"Foodgrains, Oil & Masala"
945,Suhana Chicken Tikka Masala Mix 80 g,40.5,45.0,Masala and Spices,Staples,3.6,4342,"Foodgrains, Oil & Masala"
946,Suhana Sabji Masala 50 g,27.0,30.0,Masala and Spices,Staples,1.0,1832,"Foodgrains, Oil & Masala"
947,Shree Methi 100 g,22.32,24.0,Masala and Spices,Staples,4.0,1518,"Foodgrains, Oil & Masala"
948,Suhana Meat/Mutton Masala 100 g,66.6,74.0,Masala and Spices,Staples,3.0,1512,"Foodgrains, Oil & Masala"
949,Desi Kitchen Rajma Masala 100 g,43.55,65.0,Masala and Spices,Staples,4.2,4818,"Foodgrains, Oil & Masala"
950,Badshah Hot & Spicy Chicken Masala 100 g,51.1,73.0,Masala and Spices,Staples,3.0,4686,"Foodgrains, Oil & Masala"
951,Navjeevan Golden Hing Powder 50 g,59.0,75.0,Masala and Spices,Staples,4.0,4986,"Foodgrains, Oil & Masala"
952,Shree Plain Badishep 100 g,44.64,48.0,Masala and Spices,Staples,3.3,2755,"Foodgrains, Oil & Masala"
953,Shree Guntur Stemless Chilli 100 g,53.01,57.0,Masala and Spices,Staples,3.4,4532,"Foodgrains, Oil & Masala"
955,Desi Kitchen Pav Bhaji Masala 100 g,43.55,65.0,Masala and Spices,Staples,4.4,1894,"Foodgrains, Oil & Masala"
956,Good Life Roasted Dhana Dal 100 g,33.48,36.0,Masala and Spices,Staples,3.7,3473,"Foodgrains, Oil & Masala"
958,Catch Dahi Masala Sprinklers 50 g,24.0,30.0,Masala and Spices,Staples,3.7,3286,"Foodgrains, Oil & Masala"
960,Shree Masala Elaichi 50 g,61.38,66.0,Masala and Spices,Staples,4.3,3204,"Foodgrains, Oil & Masala"
961,Badshah Mumbai Bhaji Pav Masala 100 g,50.4,72.0,Masala and Spices,Staples,3.7,1574,"Foodgrains, Oil & Masala"
962,Everest Meat Masala 50 g,34.2,38.0,Masala and Spices,Staples,4.5,3361,"Foodgrains, Oil & Masala"
964,Rasoi Magic Paneer Tikka Masala Spice Mix 45 g,41.85,45.0,Masala and Spices,Staples,4.5,2009,"Foodgrains, Oil & Masala"
965,Mother's Recipe Tamarind Paste 100 g,23.25,25.0,Masala and Spices,Staples,3.0,3479,"Foodgrains, Oil & Masala"
966,Sakthi Chicken Masala 50 g,24.3,27.0,Masala and Spices,Staples,3.5,2394,"Foodgrains, Oil & Masala"
967,Best Farms Nutmeg 50 g,84.55,89.0,Masala and Spices,Staples,3.0,1337,"Foodgrains, Oil & Masala"
968,Shree Cassia 20 g,13.02,14.0,Masala and Spices,Staples,3.8,3574,"Foodgrains, Oil & Masala"
970,Tata Sampann Punjabi Chhole Masala (20x5) 100 g,35.0,70.0,Masala and Spices,Staples,5.0,1016,"Foodgrains, Oil & Masala"
971,Shree Gantoor Stemless Chilli 200 g,100.44,108.0,Masala and Spices,Staples,3.9,4326,"Foodgrains, Oil & Masala"
973,Desi Kitchen Sabji Masala 100 g,43.55,65.0,Masala and Spices,Staples,4.5,1990,"Foodgrains, Oil & Masala"
977,Suhana Ambari Turmeric Powder 500 g,133.2,148.0,Masala and Spices,Staples,3.2,1379,"Foodgrains, Oil & Masala"
978,Suhana A-1 Kanda Lasun Masala 500 g,135.0,150.0,Masala and Spices,Staples,5.0,1658,"Foodgrains, Oil & Masala"
979,Shree Black Kokam 200 g,39.06,42.0,Masala and Spices,Staples,4.1,2948,"Foodgrains, Oil & Masala"
980,Sakthi Fish Fry Masala 50 g,23.4,26.0,Masala and Spices,Staples,4.2,1273,"Foodgrains, Oil & Masala"
981,Shree Bedgi Chilly 100 g,85.56,92.0,Masala and Spices,Staples,4.1,1155,"Foodgrains, Oil & Masala"
982,Mother's Recipe Tamarind Paste 200 g,46.5,50.0,Masala and Spices,Staples,4.1,1672,"Foodgrains, Oil & Masala"
983,Shree Khas Khas 100 g,314.34,338.0,Masala and Spices,Staples,3.0,3841,"Foodgrains, Oil & Masala"
986,Snapin Piri Piri Mix 45 g,59.25,79.0,Masala and Spices,Staples,4.4,4441,"Foodgrains, Oil & Masala"
987,Keya Pasta Seasoning 45 g,98.1,109.0,Masala and Spices,Staples,5.0,1929,"Foodgrains, Oil & Masala"
988,Suhana Mutton Kolhapuri Spice Mix 100 g,45.0,50.0,Masala and Spices,Staples,4.0,1273,"Foodgrains, Oil & Masala"
989,Kohinoor Punjabi Paneer Butter Masala 15 g,15.0,20.0,Masala and Spices,Staples,4.1,2920,"Foodgrains, Oil & Masala"
990,Keya Piri Piri Spice Mix 80 g,89.1,99.0,Masala and Spices,Staples,4.2,2467,"Foodgrains, Oil & Masala"
994,Shree Javitri 10 g,46.5,50.0,Masala and Spices,Staples,1.0,2846,"Foodgrains, Oil & Masala"
995,Kohinoor Dilli Choley Masala 15 g,15.0,20.0,Masala and Spices,Staples,4.2,4103,"Foodgrains, Oil & Masala"
996,GM Foods Bedmi Chatni 100 g,26.4,44.0,Masala and Spices,Staples,5.0,4789,"Foodgrains, Oil & Masala"
997,Shree Lonavala Kokam 200 g,66.03,71.0,Masala and Spices,Staples,4.3,4916,"Foodgrains, Oil & Masala"
998,Sakthi Sambar Powder 500 g,214.2,238.0,Masala and Spices,Staples,3.4,2518,"Foodgrains, Oil & Masala"
999,Kohinoor Mumbai Pav Bhaji Masala 15 g,15.0,20.0,Masala and Spices,Staples,4.0,2622,"Foodgrains, Oil & Masala"
1001,Shakti Lemon Rice Powder 50 g,18.9,21.0,Masala and Spices,Staples,3.6,2050,"Foodgrains, Oil & Masala"
1002,Majithia Chhole Masala 100 g,39.0,65.0,Masala and Spices,Staples,4.1,2146,"Foodgrains, Oil & Masala"
1006,Majithia Chat Masala 100 g,39.0,65.0,Masala and Spices,Staples,3.7,2432,"Foodgrains, Oil & Masala"
1007,Shree Coconut Powder 200 g,104.16,112.0,Masala and Spices,Staples,5.0,4937,"Foodgrains, Oil & Masala"
1009,Good Life Amchur Powder 100 g,42.78,46.0,Masala and Spices,Staples,3.7,2883,"Foodgrains, Oil & Masala"
1010,Snapin Piri Piri Mix 15 g,36.75,49.0,Masala and Spices,Staples,3.7,2267,"Foodgrains, Oil & Masala"
1011,Majithia Chana Masala 100 g,39.0,65.0,Masala and Spices,Staples,4.2,3997,"Foodgrains, Oil & Masala"
1012,Tata Sampann Chilli Powder 200 g,42.0,84.0,Masala and Spices,Staples,4.1,4792,"Foodgrains, Oil & Masala"
1013,Rasoi Magic Palak Paneer Spice Mix 45 g,41.85,45.0,Masala and Spices,Staples,4.3,2292,"Foodgrains, Oil & Masala"
1015,Majithia Tandoori Chicken Masala 100 g,44.4,74.0,Masala and Spices,Staples,4.2,4922,"Foodgrains, Oil & Masala"
1016,Shree Jumbo Jaiphal 2 Pcs,32.55,35.0,Masala and Spices,Staples,5.0,3151,"Foodgrains, Oil & Masala"
1017,MTR Chana Masala 100 g,74.4,80.0,Masala and Spices,Staples,4.4,2517,"Foodgrains, Oil & Masala"
1019,Snapin Pasta Mates All-in-one Seasoning for White Sauce 60 g,55.8,60.0,Masala and Spices,Staples,4.7,4993,"Foodgrains, Oil & Masala"
1020,Badshah Curry Masala 100 g,44.1,63.0,Masala and Spices,Staples,4.4,1606,"Foodgrains, Oil & Masala"
1022,Satyam Rai 200 g,43.2,48.0,Masala and Spices,Staples,4.4,1815,"Foodgrains, Oil & Masala"
1024,Shree Dagad Phool 50 g,63.24,68.0,Masala and Spices,Staples,3.8,1395,"Foodgrains, Oil & Masala"
1026,Satyam Amchur Powder 100 g,63.0,70.0,Masala and Spices,Staples,3.8,1597,"Foodgrains, Oil & Masala"
1028,Kohinoor Garam Masala-E-Khas 40 g,51.75,69.0,Masala and Spices,Staples,4.3,4095,"Foodgrains, Oil & Masala"
1030,Hakim Chicken/Mutton Biryani Masala 50 g,37.5,75.0,Masala and Spices,Staples,5.0,2847,"Foodgrains, Oil & Masala"
1031,Chandan Jeera Goli 100 g,45.0,50.0,Masala and Spices,Staples,4.2,3426,"Foodgrains, Oil & Masala"
1033,Satyam Jeera 100 g,45.0,50.0,Masala and Spices,Staples,3.5,1384,"Foodgrains, Oil & Masala"
1034,Table Spoon Puneri Misal Masala 100 g,64.17,69.0,Masala and Spices,Staples,4.2,3120,"Foodgrains, Oil & Masala"
1035,I Love Spice Black Elaichi 50 g,95.79,103.0,Masala and Spices,Staples,3.7,1081,"Foodgrains, Oil & Masala"
1038,Chandan Special Mukhwas 100 g,36.0,40.0,Masala and Spices,Staples,4.1,4189,"Foodgrains, Oil & Masala"
1039,Shree Kalvangee (Kalonji) 100 g,56.7,81.0,Masala and Spices,Staples,4.0,4455,"Foodgrains, Oil & Masala"
1040,Navjeevan Bandhani Khada Hing 100 g,99.0,140.0,Masala and Spices,Staples,4.2,2928,"Foodgrains, Oil & Masala"
1043,Kohinoor Lazeez Sabzi Masala 40 g,41.25,55.0,Masala and Spices,Staples,2.0,4254,"Foodgrains, Oil & Masala"
1044,I Love Spice Flax Seeds 100 g,23.25,25.0,Masala and Spices,Staples,3.8,4071,"Foodgrains, Oil & Masala"
1045,I Love Spice Bay Leaf 50 g,17.67,19.0,Masala and Spices,Staples,4.5,2109,"Foodgrains, Oil & Masala"
1046,I Love Spice Coriander Seeds 100 g,40.92,44.0,Masala and Spices,Staples,4.2,1412,"Foodgrains, Oil & Masala"
1047,Shree Rampatri 20 g,42.78,46.0,Masala and Spices,Staples,4.5,4088,"Foodgrains, Oil & Masala"
1048,Satyam Elaychi 10 g,45.0,50.0,Masala and Spices,Staples,4.6,4056,"Foodgrains, Oil & Masala"
1049,Goldiee Chat Masala 100 g,48.6,54.0,Masala and Spices,Staples,4.1,4441,"Foodgrains, Oil & Masala"
1050,Keya Garlic Bread Seasoning 50 g,98.1,109.0,Masala and Spices,Staples,3.9,4363,"Foodgrains, Oil & Masala"
1052,Rasoi Magic Mutter Paneer Spice Mix 45 g,41.85,45.0,Masala and Spices,Staples,4.4,2941,"Foodgrains, Oil & Masala"
1053,Lijjat Premium Chilli Powder 500 g,271.15,319.0,Masala and Spices,Staples,4.2,1497,"Foodgrains, Oil & Masala"
1054,I Love Spice Fenugreek Seeds 100 g,29.76,32.0,Masala and Spices,Staples,4.3,2211,"Foodgrains, Oil & Masala"
1058,Chandan Mitha Awla 100 g,54.0,60.0,Masala and Spices,Staples,3.8,2297,"Foodgrains, Oil & Masala"
1060,Satyam Rai 100 g,22.5,25.0,Masala and Spices,Staples,4.0,3085,"Foodgrains, Oil & Masala"
1061,Table Spoon Madras Sambar Masala 100 g,64.17,69.0,Masala and Spices,Staples,4.3,3693,"Foodgrains, Oil & Masala"
1062,I Love Spice Black Pepper 100 g,107.88,116.0,Masala and Spices,Staples,4.2,4859,"Foodgrains, Oil & Masala"
1064,Satyam Dhanadal 100 g,40.5,45.0,Masala and Spices,Staples,3.0,2261,"Foodgrains, Oil & Masala"
1066,Satyam Black Pepper (Miri) 100 g,118.8,132.0,Masala and Spices,Staples,4.0,4165,"Foodgrains, Oil & Masala"
1067,I Love Spice Ajwain 100 g,79.98,86.0,Masala and Spices,Staples,4.5,3538,"Foodgrains, Oil & Masala"
1069,Chandan Majestic Rose Mouth Freshener 200 gm,120.0,150.0,Masala and Spices,Staples,4.0,2336,"Foodgrains, Oil & Masala"
1070,I Love Spice Sesame Seeds 100 g,38.13,41.0,Masala and Spices,Staples,4.1,3549,"Foodgrains, Oil & Masala"
1072,Rasoi Magic Dum Aloo Spice Mix 45 g,41.85,45.0,Masala and Spices,Staples,4.0,2854,"Foodgrains, Oil & Masala"
1075,Satyam Elaychi 20 g,87.3,97.0,Masala and Spices,Staples,4.4,2899,"Foodgrains, Oil & Masala"
1076,I Love Spice Cloves 20 g,73.47,79.0,Masala and Spices,Staples,5.0,2106,"Foodgrains, Oil & Masala"
1077,Table Spoon Mumbai Pav Bhaji Masala 100 g,73.47,79.0,Masala and Spices,Staples,2.8,3929,"Foodgrains, Oil & Masala"
1078,I Love Spice Kokum (Lonavala) 100 g,35.34,38.0,Masala and Spices,Staples,5.0,3857,"Foodgrains, Oil & Masala"
1079,Hakim Crispy Chicken Fry Masala 50 g,67.5,75.0,Masala and Spices,Staples,3.3,4459,"Foodgrains, Oil & Masala"
1082,Hakim Butter Chicken Masala 50 g,81.0,90.0,Masala and Spices,Staples,3.2,2599,"Foodgrains, Oil & Masala"
1083,Satyam Kashmiri Chilly 100 g,91.8,102.0,Masala and Spices,Staples,4.3,1045,"Foodgrains, Oil & Masala"
1084,Lijjat Turmeric Powder 500 g,170.85,201.0,Masala and Spices,Staples,4.4,4677,"Foodgrains, Oil & Masala"
1085,Good Life Dhania Jeera Powder 500 g,119.0,139.0,Masala and Spices,Staples,4.1,1580,"Foodgrains, Oil & Masala"
1087,Satyam Rai Dal (Mustard)100 g,26.1,29.0,Masala and Spices,Staples,4.2,4368,"Foodgrains, Oil & Masala"
1089,Hakim Tandoori Masala 50 g,67.5,75.0,Masala and Spices,Staples,1.0,4841,"Foodgrains, Oil & Masala"
1091,Shree Jeera 500 g,185.07,199.0,Masala and Spices,Staples,3.8,4349,"Foodgrains, Oil & Masala"
1092,Nature Pure Premium Khatta Meetha Amla Candy 250 gm,188.79,203.0,Masala and Spices,Staples,4.3,3580,"Foodgrains, Oil & Masala"
1095,Table Spoon Molagapodi Dry Chutney Powder 100 g,60.45,65.0,Masala and Spices,Staples,3.1,1146,"Foodgrains, Oil & Masala"
1097,Table Spoon Goda Masala 100 g,79.05,85.0,Masala and Spices,Staples,1.8,3911,"Foodgrains, Oil & Masala"
1099,Dabur Hommade Ginger Garlic Paste 200 g,44.64,48.0,Masala and Spices,Staples,4.7,4837,"Foodgrains, Oil & Masala"
1100,Table Spoon Shahi Garam Masala 100 g,101.37,109.0,Masala and Spices,Staples,3.5,4464,"Foodgrains, Oil & Masala"
1101,Hakim Lollypop Masala 75 g,67.5,75.0,Masala and Spices,Staples,4.6,2940,"Foodgrains, Oil & Masala"
1102,Nani Ka Masala Haldi Powder 100 g,33.3,37.0,Masala and Spices,Staples,4.0,4972,"Foodgrains, Oil & Masala"
1105,I Love Spice Paprika 20 g,14.88,16.0,Masala and Spices,Staples,5.0,2729,"Foodgrains, Oil & Masala"
1107,Satyam Methi 100 g,22.5,25.0,Masala and Spices,Staples,4.3,1850,"Foodgrains, Oil & Masala"
1108,Satyam Lavang 10 g,17.1,19.0,Masala and Spices,Staples,4.2,2928,"Foodgrains, Oil & Masala"
1109,Satyam Big Elaichi 50 g,108.9,121.0,Masala and Spices,Staples,4.0,3717,"Foodgrains, Oil & Masala"
1110,Mother's Recipe Ginger Garlic Paste 200 g,46.5,50.0,Masala and Spices,Staples,4.0,3809,"Foodgrains, Oil & Masala"
1113,Chandan Salty Flaxseed Mix 150 g,108.0,120.0,Masala and Spices,Staples,4.0,1050,"Foodgrains, Oil & Masala"
1115,I Love Spice Cumin Seeds 100 g,45.57,49.0,Masala and Spices,Staples,3.6,4499,"Foodgrains, Oil & Masala"
1116,Shree Kitchen Master 100 g,162.75,175.0,Masala and Spices,Staples,4.2,4117,"Foodgrains, Oil & Masala"
1117,Shree Rai 500 g,91.14,98.0,Masala and Spices,Staples,3.0,1630,"Foodgrains, Oil & Masala"
1120,Satyam Khas Khas 50 g,172.8,192.0,Masala and Spices,Staples,3.7,1197,"Foodgrains, Oil & Masala"
1122,I Love Spice Poppy Seeds 50 g,159.03,171.0,Masala and Spices,Staples,2.0,4890,"Foodgrains, Oil & Masala"
1123,Snapin Toasty Onion Flakes 25 g,59.25,79.0,Masala and Spices,Staples,3.0,3112,"Foodgrains, Oil & Masala"
1124,Chandan Fennel Mouthfreshner 100 g,40.5,45.0,Masala and Spices,Staples,2.5,4502,"Foodgrains, Oil & Masala"
1125,Majithia Special Garam Masala 100 g,48.0,80.0,Masala and Spices,Staples,4.5,4719,"Foodgrains, Oil & Masala"
1127,Hakim Korma Masala 50 g,67.5,75.0,Masala and Spices,Staples,4.2,4281,"Foodgrains, Oil & Masala"
1128,Nani Ka Masala Pav Bhaj Masala 100 g,66.6,74.0,Masala and Spices,Staples,4.2,1566,"Foodgrains, Oil & Masala"
1130,Dhanashree Bharva Masala 100 g,72.0,80.0,Masala and Spices,Staples,3.4,2561,"Foodgrains, Oil & Masala"
1131,Satyam Raw Badishep 100 g,47.7,53.0,Masala and Spices,Staples,3.4,2344,"Foodgrains, Oil & Masala"
1132,Satyam Elaychi 50 g,215.1,239.0,Masala and Spices,Staples,4.1,2643,"Foodgrains, Oil & Masala"
1134,Satyam Taj (Cassia Bark) 50 g,37.8,42.0,Masala and Spices,Staples,4.0,4863,"Foodgrains, Oil & Masala"
1136,Chandan Gulab Mukhwas 100 g,45.0,50.0,Masala and Spices,Staples,4.1,3168,"Foodgrains, Oil & Masala"
1137,Keya Srilankan Cinnamon Powder 50 g,143.1,159.0,Masala and Spices,Staples,3.8,1282,"Foodgrains, Oil & Masala"
1138,Nani Ka Masala Channa Masala 100 g,62.1,69.0,Masala and Spices,Staples,3.8,2832,"Foodgrains, Oil & Masala"
1139,Chandan Everyday Mouthfreshner 200 g,54.0,60.0,Masala and Spices,Staples,4.2,3067,"Foodgrains, Oil & Masala"
1140,Satyam Bedgi Chilli 100 g,84.6,94.0,Masala and Spices,Staples,4.5,1847,"Foodgrains, Oil & Masala"
1141,I Love Spice Cassia 50 g,39.99,43.0,Masala and Spices,Staples,4.2,3525,"Foodgrains, Oil & Masala"
1146,Keya Coastal Fish Fry Masala 100 g,108.0,120.0,Masala and Spices,Staples,4.7,1577,"Foodgrains, Oil & Masala"
1147,Keya Basil 12 g,98.1,109.0,Masala and Spices,Staples,5.0,3463,"Foodgrains, Oil & Masala"
1148,Hakim Daal Gosht Masala 50 g,67.5,75.0,Masala and Spices,Staples,5.0,3518,"Foodgrains, Oil & Masala"
1149,Table Spoon Delhi Chole Masala 100 g,73.47,79.0,Masala and Spices,Staples,4.3,4325,"Foodgrains, Oil & Masala"
1152,Orika Kasoori Methi 50 g,51.15,55.0,Masala and Spices,Staples,2.5,2868,"Foodgrains, Oil & Masala"
1153,Keya Delhi Butter Paneer Masala 100 g,126.0,140.0,Masala and Spices,Staples,4.2,3211,"Foodgrains, Oil & Masala"
1154,Goldiee 2001 Garam Masala 100 g,63.0,70.0,Masala and Spices,Staples,3.0,4537,"Foodgrains, Oil & Masala"
1155,Satyam Dhana (Dhaniya) 100 g,39.6,44.0,Masala and Spices,Staples,4.2,2243,"Foodgrains, Oil & Masala"
1156,Chandan Baroda Mukhwas 100 g,54.0,60.0,Masala and Spices,Staples,4.0,2399,"Foodgrains, Oil & Masala"
1157,Goldiee 5 Star Compounded Hing 50 g,126.0,140.0,Masala and Spices,Staples,4.3,4133,"Foodgrains, Oil & Masala"
1158,KBM Gai Chaap Black Pepper Powder 100 g,80.0,160.0,Masala and Spices,Staples,4.4,2937,"Foodgrains, Oil & Masala"
1159,Goldiee Sabji Masala 100 g,48.6,54.0,Masala and Spices,Staples,4.3,1029,"Foodgrains, Oil & Masala"
1160,Goldiee Special Meat Masala 100 g,64.8,72.0,Masala and Spices,Staples,4.2,4384,"Foodgrains, Oil & Masala"
1161,Masala Tokri Shahi Garam Masala 100 g,49.0,98.0,Masala and Spices,Staples,4.1,3756,"Foodgrains, Oil & Masala"
1164,Chandan Sweety Imli 150 g,45.0,50.0,Masala and Spices,Staples,4.1,1259,"Foodgrains, Oil & Masala"
1165,Keya Egg Curry Masala 100 g,108.0,120.0,Masala and Spices,Staples,4.1,2245,"Foodgrains, Oil & Masala"
1166,Satyam Bore Chilly 100 g,80.1,89.0,Masala and Spices,Staples,5.0,3289,"Foodgrains, Oil & Masala"
1167,Goldiee Coriander Powder 100 g,21.6,24.0,Masala and Spices,Staples,3.0,3742,"Foodgrains, Oil & Masala"
1168,Kohinoor Veg Masalas Combo Pack 85 g,74.25,99.0,Masala and Spices,Staples,3.7,4537,"Foodgrains, Oil & Masala"
1169,Masala Tokri Pindi Chole Masala 40 g,33.75,45.0,Masala and Spices,Staples,3.9,4531,"Foodgrains, Oil & Masala"
1172,Masala Tokari Maharashtrian Goda Masala 100 g,81.0,108.0,Masala and Spices,Staples,4.1,2859,"Foodgrains, Oil & Masala"
1173,Masala Tokri Malvani Meat Curry Masala 100 g,73.5,98.0,Masala and Spices,Staples,4.0,2175,"Foodgrains, Oil & Masala"
1174,Satyam Whole Garam Masala 100 g,110.7,123.0,Masala and Spices,Staples,4.1,1301,"Foodgrains, Oil & Masala"
1176,Masala Tokri Kitchen King Masala 100 g,61.5,82.0,Masala and Spices,Staples,4.0,2203,"Foodgrains, Oil & Masala"
1177,Masala Tokri Mumbai Pav Bhaji Masala 40 g,30.0,40.0,Masala and Spices,Staples,1.0,2113,"Foodgrains, Oil & Masala"
1178,Chandan Fresh Mint Mouth Freshener 12 pcs,117.0,130.0,Masala and Spices,Staples,5.0,3072,"Foodgrains, Oil & Masala"
1179,Keya Zaikedar Garam Masala 100 g,171.0,190.0,Masala and Spices,Staples,3.6,2805,"Foodgrains, Oil & Masala"
1181,Masala Tokri Malvani Meat Curry Masala 40 g,37.5,50.0,Masala and Spices,Staples,3.8,2120,"Foodgrains, Oil & Masala"
1183,Chandan Pomo Shots Mouth Freshener 135 gm,120.0,150.0,Masala and Spices,Staples,3.0,2071,"Foodgrains, Oil & Masala"
1185,Masala Tokri Kerala Sambar Masala 100 g,65.25,87.0,Masala and Spices,Staples,3.0,3489,"Foodgrains, Oil & Masala"
1188,Keya Piri Piri Masala 150 g,153.0,170.0,Masala and Spices,Staples,4.1,2580,"Foodgrains, Oil & Masala"
1190,Chandan Fresh Mint Rose Mukhwas 12 pcs,117.0,130.0,Masala and Spices,Staples,4.2,3811,"Foodgrains, Oil & Masala"
1191,Suhana Seekh Kebab Masala Mix 50 g,36.0,40.0,Masala and Spices,Staples,4.3,1782,"Foodgrains, Oil & Masala"
1193,Satyam Alshi 100 g,19.8,22.0,Masala and Spices,Staples,2.5,4924,"Foodgrains, Oil & Masala"
1194,Pro Nature 100% Organic Mustard Seeds 200 g,57.66,62.0,Masala and Spices,Staples,3.4,1480,"Foodgrains, Oil & Masala"
1195,Pro Nature 100% Organic White Sesame 200 g,111.6,120.0,Masala and Spices,Staples,5.0,3508,"Foodgrains, Oil & Masala"
1196,Pro Nature 100% Organic Cinnamon 50 g,55.8,60.0,Masala and Spices,Staples,3.8,2545,"Foodgrains, Oil & Masala"
