,title,discountedPrice,price,subType,type,rating,Member_number,foodtype
560,Gemini Vanaspati 1 L,143.0,155.0,Edible oils,Staples,4.3,2690,"Foodgrains, Oil & Masala"
562,Saffola Gold Pro Healthy Life Style RiceBran Based Blended Oil 2 L,429.0,461.0,Edible oils,Staples,4.5,4511,"Foodgrains, Oil & Masala"
563,Leonardo Pomace Olive Oil 1 L,489.0,1249.0,Edible oils,Staples,4.2,1602,"Foodgrains, Oil & Masala"
565,Sundrop Lite Sunflower Based Blended Oil 5 L,1059.0,1140.0,Edible oils,Staples,4.5,1302,"Foodgrains, Oil & Masala"
567,RRO Primio Refined Groundnut Oil 1 L,225.0,255.0,Edible oils,Staples,5.0,2066,"Foodgrains, Oil & Masala"
570,RRO Primio Refined Groundnut Oil 2 L,435.0,490.0,Edible oils,Staples,4.3,1807,"Foodgrains, Oil & Masala"
571,Good Life Rice Bran Oil 1 L,164.0,175.0,Edible oils,Staples,2.0,2067,"Foodgrains, Oil & Masala"
572,Good Life Rice Bran Oil 5 L,755.0,800.0,Edible oils,Staples,4.1,3783,"Foodgrains, Oil & Masala"
575,Siega Olive Oil 1 L,499.0,929.0,Edible oils,Staples,2.8,1330,"Foodgrains, Oil & Masala"
576,Sunrich Refined Sunflower Oil 1 L,164.0,215.0,Edible oils,Staples,3.6,2293,"Foodgrains, Oil & Masala"
577,Borges Extra Light Olive Oil 5 L,2699.0,5500.0,Edible oils,Staples,4.3,3718,"Foodgrains, Oil & Masala"
578,Borges Extra Virgin Olive Oil 1 L,799.0,1400.0,Edible oils,Staples,3.5,4338,"Foodgrains, Oil & Masala"
580,Good Life Sunflower Oil 5 L,845.0,955.0,Edible oils,Staples,4.0,3635,"Foodgrains, Oil & Masala"
582,Dalda Vanaspati Oil 200 ml,34.0,42.0,Edible oils,Staples,4.0,3684,"Foodgrains, Oil & Masala"
583,Fortune Kachi Ghani Mustard Oil 5 L,955.0,1194.0,Edible oils,Staples,4.5,3120,"Foodgrains, Oil & Masala"
585,Good Life Kachi Ghani Mustard Oil 1 L (Bottle),167.0,215.0,Edible oils,Staples,4.5,2777,"Foodgrains, Oil & Masala"
586,Good Life Kachi Ghani Mustard Oil 5 L,885.0,1050.0,Edible oils,Staples,4.1,2702,"Foodgrains, Oil & Masala"
589,Godrej Refined Groundnut Oil 1 L,199.0,235.0,Edible oils,Staples,4.2,2740,"Foodgrains, Oil & Masala"
591,Gulab Sungold Refined Sunflower Oil 5 L,810.0,1097.0,Edible oils,Staples,4.5,1757,"Foodgrains, Oil & Masala"
592,Allegro Extra Light Olive Oil 2 L,999.0,2400.0,Edible oils,Staples,4.0,2975,"Foodgrains, Oil & Masala"
593,Gulab Sungold Refined Sunflower Oil 1 L,159.0,215.0,Edible oils,Staples,4.8,4032,"Foodgrains, Oil & Masala"
594,Ong's Pure Sesame Oil 210 ml,190.0,190.0,Edible oils,Staples,5.0,3979,"Foodgrains, Oil & Masala"
595,Saffola Total Pro Heart Concious RiceBran Based Blended Oil 1 L,215.0,233.0,Edible oils,Staples,4.1,3772,"Foodgrains, Oil & Masala"
596,Allegro Pomace Olive Oil 5 L,1529.0,4250.0,Edible oils,Staples,3.9,4523,"Foodgrains, Oil & Masala"
597,Figaro Olive Oil 5 L,2799.0,3999.0,Edible oils,Staples,3.0,4004,"Foodgrains, Oil & Masala"
598,Amma Chekku Wood Pressed Sesame Oil 1 L,419.0,500.0,Edible oils,Staples,4.2,2936,"Foodgrains, Oil & Masala"
599,Figaro Extra Virgin Olive Oil 1 L,734.0,1099.0,Edible oils,Staples,3.1,2394,"Foodgrains, Oil & Masala"
600,Amma Chekku Wood Pressed Coconut Oil 1 L,349.0,400.0,Edible oils,Staples,3.6,4616,"Foodgrains, Oil & Masala"
604,Dhara Kachi Ghani Mustard Oil 5 L,919.0,1200.0,Edible oils,Staples,4.3,3206,"Foodgrains, Oil & Masala"
605,RRO Olivio Extra Virgin Olive Oil 1 L,749.5,1499.0,Edible oils,Staples,4.0,4601,"Foodgrains, Oil & Masala"
606,Coco Soul Virgin Natural Coconut Oil 250 ml,231.57,249.0,Edible oils,Staples,4.1,4382,"Foodgrains, Oil & Masala"
608,Olivio Extra Virgin Olive Oil 500 ml,425.0,850.0,Edible oils,Staples,4.0,4691,"Foodgrains, Oil & Masala"
609,Borges Extra Light Olive Oil 1 L,749.0,1350.0,Edible oils,Staples,4.1,3735,"Foodgrains, Oil & Masala"
612,Tez Kachchi Ghani Mustard Oil 1 L (Bottle),195.0,230.0,Edible oils,Staples,5.0,1815,"Foodgrains, Oil & Masala"
613,Dhara Kachi Ghani Mustard Oil 1 L,183.0,245.0,Edible oils,Staples,2.8,2454,"Foodgrains, Oil & Masala"
615,RRO Primio Gold Filtered Groundnut Oil 1 L,169.0,255.0,Edible oils,Staples,3.6,2289,"Foodgrains, Oil & Masala"
617,Hudson Refined Canola Oil 1 L,209.0,299.0,Edible oils,Staples,5.0,4019,"Foodgrains, Oil & Masala"
619,Gemini Refined Sunflower Oil 5 L,899.0,1085.0,Edible oils,Staples,2.8,4864,"Foodgrains, Oil & Masala"
620,Dhara Refined Sunflower Oil 1 L,162.0,215.0,Edible oils,Staples,4.0,4205,"Foodgrains, Oil & Masala"
625,RRO Mustard Oil 1 L,217.0,233.0,Edible oils,Staples,4.2,1768,"Foodgrains, Oil & Masala"
627,RRO Premium Kachi Ghani Mustard Oil 500 ml,113.0,122.0,Edible oils,Staples,3.7,3557,"Foodgrains, Oil & Masala"
629,Riso Physically Refined Rice Bran Oil 5 L,835.0,925.0,Edible oils,Staples,4.1,4198,"Foodgrains, Oil & Masala"
632,Gemini Refined Soyabean Oil 5 L,839.0,1000.0,Edible oils,Staples,4.0,1678,"Foodgrains, Oil & Masala"
635,Figaro Extra Virgin Olive Oil 500 ml,459.0,649.0,Edible oils,Staples,4.4,3343,"Foodgrains, Oil & Masala"
636,Borges Classic Olive Oil 500 ml,399.0,700.0,Edible oils,Staples,4.3,3812,"Foodgrains, Oil & Masala"
637,Sunny Sunlite Refined Sunflower Oil 1 L,164.0,195.0,Edible oils,Staples,4.0,3093,"Foodgrains, Oil & Masala"
638,Borges Extra Light Olive Oil 500 ml,469.0,700.0,Edible oils,Staples,3.1,2170,"Foodgrains, Oil & Masala"
640,Sweekar Refined Sunflower Oil 5 L,865.0,965.0,Edible oils,Staples,4.4,3899,"Foodgrains, Oil & Masala"
641,Sundrop SuperLite Advanced Refined Sunflower Oil 1 L (Bottle),251.0,270.0,Edible oils,Staples,4.3,2941,"Foodgrains, Oil & Masala"
644,Hudson Canola Oil 5 L,1029.0,1499.0,Edible oils,Staples,3.8,4413,"Foodgrains, Oil & Masala"
645,Figaro Olive Oil 2 L,1299.0,1950.0,Edible oils,Staples,3.9,1737,"Foodgrains, Oil & Masala"
646,Leonardo Extra Virgin Olive Oil 500 ml,445.0,949.0,Edible oils,Staples,3.9,4202,"Foodgrains, Oil & Masala"
648,Borges Classic Pure Olive Oil 1 L,699.0,1350.0,Edible oils,Staples,3.3,3819,"Foodgrains, Oil & Masala"
649,Rafael Salgado Pure Olive Oil 175 ml,268.77,289.0,Edible oils,Staples,3.8,2854,"Foodgrains, Oil & Masala"
653,Godrej Refined Sunflower Oil 1 L,179.0,225.0,Edible oils,Staples,3.3,3102,"Foodgrains, Oil & Masala"
654,Godrej Imported Refined Sunflower Oil 5 L,879.0,1075.0,Edible oils,Staples,4.1,1946,"Foodgrains, Oil & Masala"
655,Olivio Classico Pure Olive Oil 500 ml,412.5,825.0,Edible oils,Staples,4.2,2156,"Foodgrains, Oil & Masala"
656,Gulab Kachi Ghani Mustard Oil 5 L,875.0,1217.0,Edible oils,Staples,4.0,1444,"Foodgrains, Oil & Masala"
659,Health 1st Cold Pressed Sesame Oil 200 ml,165.0,195.0,Edible oils,Staples,3.6,2207,"Foodgrains, Oil & Masala"
660,Health 1st Cold Pressed Sesame Oil 500 ml,379.0,445.0,Edible oils,Staples,2.0,4826,"Foodgrains, Oil & Masala"
661,Deccan Organic Groundnut Oil 1 L,308.0,350.0,Edible oils,Staples,4.3,2374,"Foodgrains, Oil & Masala"
662,Organic Tattva Mustard Oil 1 L,221.25,295.0,Edible oils,Staples,4.2,1604,"Foodgrains, Oil & Masala"
663,Health 1st Cold Pressed Jojoba Oil 100 ml,370.0,435.0,Edible oils,Staples,3.0,4437,"Foodgrains, Oil & Masala"
665,Health 1st Cold Pressed Blackseed Oil 100 ml,269.0,315.0,Edible oils,Staples,5.0,3018,"Foodgrains, Oil & Masala"
666,Health 1st Cold Pressed Apricots Oil 100 ml,331.0,390.0,Edible oils,Staples,4.3,1195,"Foodgrains, Oil & Masala"
670,Borges Extra Light Olive Oil 250 ml,275.0,375.0,Edible oils,Staples,3.7,1918,"Foodgrains, Oil & Masala"
671,Dalda Refined Sunflower Oil 1 L,149.0,250.0,Edible oils,Staples,3.6,2524,"Foodgrains, Oil & Masala"
672,24 Mantra Organic Expeller Pressed Groundnut Oil 1 L,325.5,350.0,Edible oils,Staples,4.2,2798,"Foodgrains, Oil & Masala"
673,Deccan Organic Expeller Pressed Sunflower Oil 1 L,263.12,299.0,Edible oils,Staples,3.2,2096,"Foodgrains, Oil & Masala"
674,Dalda Refined Sunflower Oil 5 L,909.0,1275.0,Edible oils,Staples,4.0,1489,"Foodgrains, Oil & Masala"
675,Gulab Cold Pressed Groundnut Oil 1 L,349.0,390.0,Edible oils,Staples,3.3,1431,"Foodgrains, Oil & Masala"
676,Deccan Organic Kachi Ghani Unfiltered Mustard Oil 1 L,296.67,319.0,Edible oils,Staples,4.0,2747,"Foodgrains, Oil & Masala"
677,Deccan Organic Extra Virgin Coconut Oil 250 ml,223.2,240.0,Edible oils,Staples,3.5,3054,"Foodgrains, Oil & Masala"
678,Maggi Masala Ae Magic 6 g (Pack of 12),52.2,58.0,Masala and Spices,Staples,4.0,2691,"Foodgrains, Oil & Masala"
679,Everest Garam Masala 100 g,62.0,78.0,Masala and Spices,Staples,4.0,1752,"Foodgrains, Oil & Masala"
680,Good Life Fenugreek 200 g,33.48,36.0,Masala and Spices,Staples,4.3,3027,"Foodgrains, Oil & Masala"
681,Good Life Fenugreek 100 g,18.6,20.0,Masala and Spices,Staples,3.5,4452,"Foodgrains, Oil & Masala"
683,Good Life Big Mustard 200 g,29.76,32.0,Masala and Spices,Staples,3.0,3523,"Foodgrains, Oil & Masala"
685,Everest Pav Bhaji Masala 100 g,59.4,66.0,Masala and Spices,Staples,4.4,4867,"Foodgrains, Oil & Masala"
686,Everest Sambhar Masala 100 g,56.7,63.0,Masala and Spices,Staples,4.2,4762,"Foodgrains, Oil & Masala"
692,LG Compounded Hing 100 g,138.0,154.0,Masala and Spices,Staples,3.7,3292,"Foodgrains, Oil & Masala"
693,Everest Chaat Masala 100 g,55.8,62.0,Masala and Spices,Staples,4.3,2861,"Foodgrains, Oil & Masala"
696,Good Life Black Pepper 50 g,39.06,42.0,Masala and Spices,Staples,4.1,2364,"Foodgrains, Oil & Masala"
697,Catch Amchur Powder 100 g,64.0,80.0,Masala and Spices,Staples,4.0,3084,"Foodgrains, Oil & Masala"
698,Good Life (S) Fennel 100 g,34.0,39.0,Masala and Spices,Staples,4.2,1850,"Foodgrains, Oil & Masala"
699,Everest Chicken Masala 100 g,64.8,72.0,Masala and Spices,Staples,1.0,1949,"Foodgrains, Oil & Masala"
701,Everest Sabji Masala 100 g,48.6,54.0,Masala and Spices,Staples,4.3,1072,"Foodgrains, Oil & Masala"
702,Good Life Chilli Powder 500 g,119.0,155.0,Masala and Spices,Staples,4.0,4196,"Foodgrains, Oil & Masala"
704,Everest Garam Masala 50 g,36.9,41.0,Masala and Spices,Staples,3.9,1514,"Foodgrains, Oil & Masala"
705,Good Life Black Pepper 200 g,147.87,159.0,Masala and Spices,Staples,4.2,4584,"Foodgrains, Oil & Masala"
706,Catch Garam Masala 100 g,62.4,78.0,Masala and Spices,Staples,3.9,2751,"Foodgrains, Oil & Masala"
707,Everest Chhole Masala 100 g,56.7,63.0,Masala and Spices,Staples,4.1,4155,"Foodgrains, Oil & Masala"
708,Good Life Jeera 500 g,109.0,169.0,Masala and Spices,Staples,1.0,4670,"Foodgrains, Oil & Masala"
709,Good Life Chilli Powder 100 g,28.0,62.0,Masala and Spices,Staples,4.2,4566,"Foodgrains, Oil & Masala"
711,Good Life Coriander Powder 100 g,17.0,36.0,Masala and Spices,Staples,1.0,3442,"Foodgrains, Oil & Masala"
712,Catch Sabzi Masala 100 g,43.2,54.0,Masala and Spices,Staples,3.9,3090,"Foodgrains, Oil & Masala"
716,Good Life Big Mustard 100 g,14.5,29.0,Masala and Spices,Staples,4.3,2608,"Foodgrains, Oil & Masala"
717,Good Life Fine Mustard 200 g,29.76,32.0,Masala and Spices,Staples,4.1,2040,"Foodgrains, Oil & Masala"
722,Good Life Compounded Hing Powder 50 g,49.5,99.0,Masala and Spices,Staples,4.0,3120,"Foodgrains, Oil & Masala"
723,Good Life Coriander Powder 200 g,32.0,38.0,Masala and Spices,Staples,4.0,1332,"Foodgrains, Oil & Masala"
726,MTR Rasam Powder 100 g,65.1,70.0,Masala and Spices,Staples,4.1,1099,"Foodgrains, Oil & Masala"
727,MTR Sambar Powder 100 g,65.1,70.0,Masala and Spices,Staples,3.1,3188,"Foodgrains, Oil & Masala"
728,Brahmins Sambar Powder 100 g,44.1,49.0,Masala and Spices,Staples,4.2,3748,"Foodgrains, Oil & Masala"
729,Catch Kasuri Methi 25 g,20.0,25.0,Masala and Spices,Staples,4.1,4655,"Foodgrains, Oil & Masala"
730,Everest Hingraj 100 g,144.0,160.0,Masala and Spices,Staples,4.0,1827,"Foodgrains, Oil & Masala"
731,Good Life Coriander 500 g,99.0,119.0,Masala and Spices,Staples,4.0,2485,"Foodgrains, Oil & Masala"
732,Everest Coriander Powder 200 g,50.4,56.0,Masala and Spices,Staples,4.2,4683,"Foodgrains, Oil & Masala"
733,Everest Tikhalal Chilli Powder 200 g,77.4,86.0,Masala and Spices,Staples,3.9,4358,"Foodgrains, Oil & Masala"
735,Catch Red Chilli Powder 500 g,157.5,210.0,Masala and Spices,Staples,5.0,2490,"Foodgrains, Oil & Masala"
737,Everest Tikhalal Chilli Powder 100 g,40.5,45.0,Masala and Spices,Staples,4.5,4616,"Foodgrains, Oil & Masala"
738,Everest Coriander Powder 100 g,25.2,28.0,Masala and Spices,Staples,4.5,2810,"Foodgrains, Oil & Masala"
740,Shree Jeera 200 g,76.26,82.0,Masala and Spices,Staples,4.3,3591,"Foodgrains, Oil & Masala"
741,Shree Rai 200 g,39.06,42.0,Masala and Spices,Staples,3.7,3896,"Foodgrains, Oil & Masala"
742,Catch Red Chilli Powder 100 g,34.4,43.0,Masala and Spices,Staples,4.3,3842,"Foodgrains, Oil & Masala"
744,Everest Meat Masala 100 g,64.8,72.0,Masala and Spices,Staples,4.0,4688,"Foodgrains, Oil & Masala"
747,Good Life Fine Mustard 100 g,14.5,29.0,Masala and Spices,Staples,4.0,3810,"Foodgrains, Oil & Masala"
748,Good Life Big Mustard 500 g,59.0,79.0,Masala and Spices,Staples,4.3,4348,"Foodgrains, Oil & Masala"
752,Everest Pav Bhaji Masala 50 g,31.5,35.0,Masala and Spices,Staples,4.2,3797,"Foodgrains, Oil & Masala"
756,Vandevi Bandhani No 1 Hing Powder 100 g,62.0,124.0,Masala and Spices,Staples,2.2,1659,"Foodgrains, Oil & Masala"
757,Good Life Shahjeera 25 g,23.25,25.0,Masala and Spices,Staples,3.7,4109,"Foodgrains, Oil & Masala"
758,Shree Jeera 100 g,39.99,43.0,Masala and Spices,Staples,4.4,1542,"Foodgrains, Oil & Masala"
759,Shree Rai 100 g,21.39,23.0,Masala and Spices,Staples,4.5,2068,"Foodgrains, Oil & Masala"
760,Suhana Paneer Tikka Masala Mix 50 g,36.0,40.0,Masala and Spices,Staples,1.0,4509,"Foodgrains, Oil & Masala"
762,Catch Chicken Masala 100 g,57.6,72.0,Masala and Spices,Staples,4.1,2122,"Foodgrains, Oil & Masala"
763,Ching's Secret Schezwan Fried Rice Miracle Masala 20 g,9.3,10.0,Masala and Spices,Staples,4.0,2730,"Foodgrains, Oil & Masala"
764,GM Foods Hing Pani Puri Masala 100 g,34.8,58.0,Masala and Spices,Staples,4.0,1800,"Foodgrains, Oil & Masala"
766,Everest Chicken Masala 50 g,34.2,38.0,Masala and Spices,Staples,5.0,1138,"Foodgrains, Oil & Masala"
769,MTR Puliogare Powder 100 g,55.8,60.0,Masala and Spices,Staples,3.0,3181,"Foodgrains, Oil & Masala"
771,GMF Poha Masala 100 g,38.4,64.0,Masala and Spices,Staples,4.0,1688,"Foodgrains, Oil & Masala"
772,Catch Jeera Powder 100 g,41.6,52.0,Masala and Spices,Staples,4.3,1488,"Foodgrains, Oil & Masala"
773,Ching's Secret Schezwan Fried Rice Masala 100 g,39.0,60.0,Masala and Spices,Staples,4.2,4975,"Foodgrains, Oil & Masala"
777,Catch Meat Masala 100 g,60.0,75.0,Masala and Spices,Staples,4.0,2548,"Foodgrains, Oil & Masala"
778,Kubal Coriander Powder 100 g,20.3,29.0,Masala and Spices,Staples,4.2,2825,"Foodgrains, Oil & Masala"
779,Kubal Cumin & Coriander Powder 100 g,35.0,50.0,Masala and Spices,Staples,5.0,2592,"Foodgrains, Oil & Masala"
780,Kubal Sunday Malvani Masala 200 g,101.5,145.0,Masala and Spices,Staples,4.1,3622,"Foodgrains, Oil & Masala"
781,Kubal Chilli Powder 100 g,26.6,38.0,Masala and Spices,Staples,3.0,4852,"Foodgrains, Oil & Masala"
782,Kubal Turmeric Powder 100 g,19.6,28.0,Masala and Spices,Staples,3.7,1839,"Foodgrains, Oil & Masala"
783,Kubal Coconut Garlic Chutney 100 g,35.0,50.0,Masala and Spices,Staples,3.6,2413,"Foodgrains, Oil & Masala"
784,Suhana Shahi Paneer Mix 50 g,36.0,40.0,Masala and Spices,Staples,5.0,2982,"Foodgrains, Oil & Masala"
786,Kokan Gem Kokan Amsule 250 g,65.1,70.0,Masala and Spices,Staples,4.2,4440,"Foodgrains, Oil & Masala"
787,Lijjat Premium Chilli Powder 100 g,56.1,66.0,Masala and Spices,Staples,3.8,3497,"Foodgrains, Oil & Masala"
790,KBM Gai Chaap Turmeric Powder 200 g,30.0,60.0,Masala and Spices,Staples,3.6,1335,"Foodgrains, Oil & Masala"
794,Orika Sambhar Masala 100 g,58.59,63.0,Masala and Spices,Staples,4.3,3856,"Foodgrains, Oil & Masala"
796,KBM Gai Chaap Coriander Powder 100 g,15.0,30.0,Masala and Spices,Staples,2.2,4640,"Foodgrains, Oil & Masala"
798,Kubal Garam Masala 50 g,28.0,40.0,Masala and Spices,Staples,3.8,3306,"Foodgrains, Oil & Masala"
799,Kubal Special Chicken Masala 50 g,31.5,45.0,Masala and Spices,Staples,4.8,2193,"Foodgrains, Oil & Masala"
800,Kubal Pav Bhaji Masala 50 g,31.5,45.0,Masala and Spices,Staples,4.5,1156,"Foodgrains, Oil & Masala"
803,Suruchi Classic Gold Turmeric Powder 500 g,120.6,134.0,Masala and Spices,Staples,4.0,1515,"Foodgrains, Oil & Masala"
804,Praakritik Organic Garam Masala 100 g,269.7,290.0,Masala and Spices,Staples,4.3,2564,"Foodgrains, Oil & Masala"
806,Suruchi Premium Turmeric Powder 500 g,142.2,158.0,Masala and Spices,Staples,4.4,2487,"Foodgrains, Oil & Masala"
807,Suruchi Chole Masala 100 g,63.0,70.0,Masala and Spices,Staples,5.0,3420,"Foodgrains, Oil & Masala"
808,Suruchi Chaat Masala 100 g,64.8,72.0,Masala and Spices,Staples,4.0,4442,"Foodgrains, Oil & Masala"
809,Orika True Sri Lankan Cinnamon Sprinkler 50 g,172.05,185.0,Masala and Spices,Staples,4.2,3164,"Foodgrains, Oil & Masala"
810,Orika Southern Gun Powder Sprinkler 90 g,111.6,120.0,Masala and Spices,Staples,4.0,3601,"Foodgrains, Oil & Masala"
811,Orika Indian Tea Spice Mix Sprinkler 85 g,186.0,200.0,Masala and Spices,Staples,4.3,3176,"Foodgrains, Oil & Masala"
812,Orika Gourmet Herb Mix Sprinkler 20 g,97.65,105.0,Masala and Spices,Staples,3.8,2568,"Foodgrains, Oil & Masala"
813,Orika All Purpose Mexican Seasoning Sprinkler 95 g,111.6,120.0,Masala and Spices,Staples,3.8,1856,"Foodgrains, Oil & Masala"
814,Orika Egyptian Basil Sprinkler 18 g,92.07,99.0,Masala and Spices,Staples,3.2,3859,"Foodgrains, Oil & Masala"
815,Orika Himalayan Parsley Sprinkler 14 g,92.07,99.0,Masala and Spices,Staples,3.0,1668,"Foodgrains, Oil & Masala"
816,Orika Turkish Oregano Sprinkler 26 g,106.95,115.0,Masala and Spices,Staples,4.1,4499,"Foodgrains, Oil & Masala"
817,Orika Turkish Thyme Sprinkler 29 g,97.65,105.0,Masala and Spices,Staples,4.4,1753,"Foodgrains, Oil & Masala"
818,Suhana Dalcha (Dal Gosht) Masala Mix 50 g,36.0,40.0,Masala and Spices,Staples,3.9,3829,"Foodgrains, Oil & Masala"
819,Shree Plain Badishep 200 g,85.56,92.0,Masala and Spices,Staples,3.5,4825,"Foodgrains, Oil & Masala"
822,Shree Lavang 50 g,63.24,68.0,Masala and Spices,Staples,4.0,2196,"Foodgrains, Oil & Masala"
823,MTR Puliogare Powder 200 g,106.95,115.0,Masala and Spices,Staples,4.0,2229,"Foodgrains, Oil & Masala"
825,Good Life Yellow Mustard 100 g,18.9,21.0,Masala and Spices,Staples,4.2,3066,"Foodgrains, Oil & Masala"
827,Shree Special Rai 200 g,44.64,48.0,Masala and Spices,Staples,4.3,4769,"Foodgrains, Oil & Masala"
828,Everest Kitchen King Masala 50 g,30.6,34.0,Masala and Spices,Staples,3.7,4711,"Foodgrains, Oil & Masala"
829,GM Foods Parantha Masala 100 g,38.4,64.0,Masala and Spices,Staples,2.9,2391,"Foodgrains, Oil & Masala"
830,Suhana Mutter Paneer Spice Mix 50 g,36.0,40.0,Masala and Spices,Staples,3.8,1216,"Foodgrains, Oil & Masala"
831,Shree Cassia 50 g,33.48,36.0,Masala and Spices,Staples,4.3,3154,"Foodgrains, Oil & Masala"
832,Catch Black Pepper Powder 50 g,80.0,100.0,Masala and Spices,Staples,4.8,3911,"Foodgrains, Oil & Masala"
833,Ching's Secret Veg Manchurian Masala 20 g,9.3,10.0,Masala and Spices,Staples,4.3,3111,"Foodgrains, Oil & Masala"
835,Sakthi Coriander Powder 100 g,31.95,35.5,Masala and Spices,Staples,4.2,1158,"Foodgrains, Oil & Masala"
836,Best Farms Star Anise 30 g,82.77,89.0,Masala and Spices,Staples,4.0,2733,"Foodgrains, Oil & Masala"
838,Ching's Secret Chowmein Hakka Noodles Masala 20 g,9.3,10.0,Masala and Spices,Staples,4.3,2882,"Foodgrains, Oil & Masala"
839,Suhana Biryani Masala 50 g,59.4,66.0,Masala and Spices,Staples,2.0,2590,"Foodgrains, Oil & Masala"
843,Good Life Poppy Seed 50 g,119.97,129.0,Masala and Spices,Staples,4.2,1667,"Foodgrains, Oil & Masala"
844,Sakthi Chicken Masala 100 g,48.6,54.0,Masala and Spices,Staples,4.4,4323,"Foodgrains, Oil & Masala"
845,Shree Black Pepper 100 g,106.95,115.0,Masala and Spices,Staples,2.5,2087,"Foodgrains, Oil & Masala"
846,Shree Lavang 20 g,25.11,27.0,Masala and Spices,Staples,3.9,1853,"Foodgrains, Oil & Masala"
847,Good Life Fine Mustard 500 g,59.0,79.0,Masala and Spices,Staples,2.8,2157,"Foodgrains, Oil & Masala"
848,Catch Chhole Masala 100 g,52.0,65.0,Masala and Spices,Staples,4.3,1136,"Foodgrains, Oil & Masala"
850,Ching's Secret Paneer Chilli Masala 20 g,9.3,10.0,Masala and Spices,Staples,3.5,3122,"Foodgrains, Oil & Masala"
851,Suhana Chicken Biryani Mix 50 g,36.0,40.0,Masala and Spices,Staples,3.9,2245,"Foodgrains, Oil & Masala"
855,Good Life Bedgi Stem Chilli 100 g,65.1,70.0,Masala and Spices,Staples,4.5,2641,"Foodgrains, Oil & Masala"
857,Catch Chana Masala 100 g,50.4,63.0,Masala and Spices,Staples,4.2,2191,"Foodgrains, Oil & Masala"
859,Suhana Pav Bhaji Masala 50 g,34.2,38.0,Masala and Spices,Staples,3.8,1902,"Foodgrains, Oil & Masala"
860,Suhana Ambari Mirchi Powder 100 g,39.6,44.0,Masala and Spices,Staples,3.8,1347,"Foodgrains, Oil & Masala"
862,Sakthi Biryani Masala 50 g,40.5,45.0,Masala and Spices,Staples,5.0,1264,"Foodgrains, Oil & Masala"
864,Tata Sampann Turmeric Powder 100 g,15.5,31.0,Masala and Spices,Staples,2.0,3452,"Foodgrains, Oil & Masala"
865,Suhana Paneer Butter Masala Mix 50 g,36.0,40.0,Masala and Spices,Staples,4.7,4822,"Foodgrains, Oil & Masala"
866,Suhana Sambar Masala 50 g,32.4,36.0,Masala and Spices,Staples,4.4,3987,"Foodgrains, Oil & Masala"
867,Shree Lavang 10 g,13.95,15.0,Masala and Spices,Staples,4.3,1672,"Foodgrains, Oil & Masala"
868,Ambari Goda Masala 200 g,59.4,66.0,Masala and Spices,Staples,2.0,4864,"Foodgrains, Oil & Masala"
869,Everest Chhole Masala 50 g,29.7,33.0,Masala and Spices,Staples,4.2,3368,"Foodgrains, Oil & Masala"
870,GM Foods Meethi Chatni (Sonth) 100 g,31.2,52.0,Masala and Spices,Staples,5.0,1283,"Foodgrains, Oil & Masala"
872,Sakthi Turmeric Powder 200 g,48.6,54.0,Masala and Spices,Staples,4.6,2577,"Foodgrains, Oil & Masala"
873,Sakthi Rasam Powder 100 g,63.0,70.0,Masala and Spices,Staples,4.3,1973,"Foodgrains, Oil & Masala"
874,Suhana Chicken Masala 50 g,36.0,40.0,Masala and Spices,Staples,3.7,3284,"Foodgrains, Oil & Masala"
876,Shree Black Pepper 200 g,208.32,224.0,Masala and Spices,Staples,5.0,2226,"Foodgrains, Oil & Masala"
877,Suhana Kasoori Methi 25 g,22.5,25.0,Masala and Spices,Staples,3.7,1932,"Foodgrains, Oil & Masala"
879,Brahmins Rasam Powder 100 g,46.8,52.0,Masala and Spices,Staples,4.3,1843,"Foodgrains, Oil & Masala"
880,Suhana Chicken Masala 100 g,66.6,74.0,Masala and Spices,Staples,2.5,3973,"Foodgrains, Oil & Masala"
882,Catch Biryani Masala 50 g,56.0,70.0,Masala and Spices,Staples,3.8,3997,"Foodgrains, Oil & Masala"
883,Ching's Secret Chowmein Hakka Noodle Masala 100 g,50.0,60.0,Masala and Spices,Staples,4.5,4796,"Foodgrains, Oil & Masala"
884,Everest Tandoori Chicken Masala 100 g,64.8,72.0,Masala and Spices,Staples,3.3,1245,"Foodgrains, Oil & Masala"
885,Shree Kasuri Methi 50 g,24.18,26.0,Masala and Spices,Staples,3.2,3579,"Foodgrains, Oil & Masala"
887,MTR Pulao Masala 100 g,83.7,90.0,Masala and Spices,Staples,3.9,2496,"Foodgrains, Oil & Masala"
890,Best Farms Kalonji 100 g,42.78,46.0,Masala and Spices,Staples,3.9,1401,"Foodgrains, Oil & Masala"
891,Sakthi Super Garam Masala 50 g,27.0,30.0,Masala and Spices,Staples,3.8,3297,"Foodgrains, Oil & Masala"
893,Shree Methi 200 g,43.71,47.0,Masala and Spices,Staples,3.8,1365,"Foodgrains, Oil & Masala"
896,Badshah Chana Masala 100 g,46.2,66.0,Masala and Spices,Staples,3.6,3554,"Foodgrains, Oil & Masala"
897,Shree Kashmiri Chilly 100 g,99.51,107.0,Masala and Spices,Staples,4.2,4171,"Foodgrains, Oil & Masala"
898,Keya Wonder Hot Red Chilli Flakes 40 g,72.0,80.0,Masala and Spices,Staples,3.9,3963,"Foodgrains, Oil & Masala"
